Index,X,Y
0,-2.43004100461987,6.6403991382947805
1,-270.33288715838444,142.02158329145672
2,5.99067526272995,24.78127942412408
3,-261.91217089103463,160.16246357728602
4,14.411391530079772,42.922159709953384
5,-253.4914546236848,178.30334386311534
6,22.832107797429593,61.06303999578268
7,-245.070738356335,196.4442241489446
8,31.25282406477941,79.20392028161197
9,-236.65002208898517,214.58510443477394
10,39.673540332129235,97.34480056744127
11,-228.22930582163536,232.7259847206032
12,48.09425659947905,115.48568085327057
13,-219.80858955428553,250.86686500643253
14,56.51497286682887,133.62656113909986
15,-211.3878732869357,269.0077452922618
16,64.93568913417869,151.76744142492916
17,-202.9671570195859,287.1486255780911
18,73.3564054015285,169.90832171075846
19,-194.54644075223607,305.28950586392045
20,81.77712166887832,188.04920199658778
21,-186.12572448488623,323.4303861497497
22,90.19783793622815,206.19008228241708
23,-177.70500821753643,341.571266435579
24,98.61855420357797,224.33096256824638
25,-169.28429195018663,359.7121467214083
26,107.03927047092779,242.47184285407567
27,-160.86357568283677,377.85302700723764
28,115.4599867382776,260.612723139905
29,-152.44285941548696,395.9939072930669
30,123.88070300562742,278.7536034257343
